ticker,rank,name,sector,ind,country,cur,P,mcap_usd,tracks,trackA_hits,trackB_hits,pe_ttm,pe_ntm,pe1,pe2,pe_norm,eps_norm,fpeg,peg2y,e_norm,rg1,rg2,ev_ebit_ttm,ev_ebit_norm,ev_ebit_hist_med,fcfy_norm,fcfy_ttm_sbc,roic,wacc,ke,rote_n,ptbv,om_ttm,om_avg,m_norm,cyc2,crit,v_bear,v_base,v_bull,v_pw,epv,mos,bear_dd,epv_ratio,growth_share,n_implied,dur_ev,n2,disp,rv1m_f2,rv3m_f2,r3m,r12m,nd_ebitda,sh_g,sbc_rev,A,B,C,D,E,F,G,H,total,grade,lens1,lens2,both,factor,excl,risk,dflag
ENOV,,Enovis Corporation,Healthcare,Medical Devices,United States,USD,18.24,1.0519,,,Rev>Px,5.2264,4.9591,5.0114,4.9399,,-0.4147,3.4256,0.8582,0.0578,0.0408,0.0489,33.6234,735.0474,,-0.0784,0.0277,0.02,0.088,0.119,,,0.0312,-0.0451,0.0014,중반,1,0.0,5.1219,8.7747,4.7546,-23.0114,-0.7393,-1.0,-1.2616,5.8398,26.0,6.0,13.0,0.2505,-0.0897,-0.0914,-0.1968,-0.3918,3.7062,0.0365,0.0151,0,0,10.0,3,0,7,6,3,29.0,제외,False,False,False,,,순부채/EBITDA>3x,
GNK,,Genco Shipping & Trading Limite,Industrials,Marine Shipping,United States,USD,26.44,1.1524,,,,20.4961,13.3715,10.0008,15.2895,36.7714,0.719,,,-0.3459,0.7098,-0.071,25.8705,25.8705,16.4484,0.0257,-0.1428,0.0405,0.0926,0.1029,,,0.1232,0.1958,0.1232,회복,1,3.6999,4.3426,12.0219,6.1018,5.6512,-0.7692,-0.8601,0.2137,0.0738,26.0,2.0,5.0,1.5651,-0.0484,-0.0134,0.1218,0.4432,1.9118,0.0282,0.0178,0,0,6.0,1,0,10,9,3,29.0,제외,False,False,False,,,매출채권·재고 급증,
SLP,,"Simulations Plus, Inc.",Healthcare,Health Information Services,United States,USD,18.42,0.3725,,vsHist,,20.9318,20.8725,21.4186,20.8725,38.1084,0.4834,7.9779,,-0.0744,0.034,0.0536,28.0879,28.0879,77.572,0.019,0.0409,0.1092,0.116,0.1161,,,0.1402,0.173,0.1402,중반,1,6.0222,6.9899,7.6361,6.9095,6.6134,-0.6249,-0.6731,0.359,0.0429,26.0,6.0,4.0,0.068,-0.0425,-0.1101,0.0121,0.2371,-2.5113,-0.0019,0.0782,0,4,4.0,4,0,7,10,0,29.0,제외,False,False,False,,,,
CC,,Chemours Company (The),Basic Materials,Specialty Chemicals,United States,USD,14.74,2.2184,B,FCFy,"fPEG,CAGR+PE,Compress,Rev>Px",20.4722,8.7802,14.609,7.645,55.1307,0.2674,0.0964,0.2068,0.4246,0.0196,0.0488,,17.4954,12.0215,0.0694,0.0879,-0.0193,0.0797,0.1086,,,-0.0143,0.0559,0.0559,정점 근접,2,0.0,0.0,15.6575,3.9144,-1.5739,-0.7344,-1.0,-0.1068,1.4021,26.0,3.0,9.0,0.2541,-0.0819,-0.1471,-0.2893,-0.0587,13.4202,0.016,0.004,0,8,10.0,2,0,0,6,3,29.0,제외,False,False,False,,정점 근접;가치함정: 컨센서스 급락;데이터 이상: 자본잠식,순부채/EBITDA>3x,자본잠식
EROC,,"ERock, Inc.",Industrials,Specialty Industrial Machinery,United States,USD,12.52,3.4217,,,,,,,,,-0.1381,,,,,2.1416,,,,-0.0115,0.0736,,0.1002,0.1006,,,-0.3065,-0.331,-0.3065,판단 불가,0,0.0213,0.0,0.0,0.0053,0.8035,-0.9996,-0.9983,0.0642,-150.1568,26.0,2.0,4.0,,0.0121,,-0.0901,,,,0.0384,0,4,2.0,9,0,4,10,0,29.0,제외,False,False,False,,데이터 이상: 재무 이력 3년 미만;비지배지분 과다(Up-C 구조 등),,재무 이력 3년 미만;비지배지분 과다(Up-C 구조 등)
XPRO,,Expro Ltd,Energy,Oil & Gas Equipment & Services,United States,USD,16.51,1.8549,B,,"fPEG,Compress",23.9275,14.6627,16.7955,14.001,52.9699,0.3117,0.7346,1.7068,0.0859,0.0271,0.0646,23.0104,30.3269,31.4961,0.0005,0.044,0.0403,0.1013,0.1061,,,0.0511,0.0388,0.0388,정점 근접,2,2.4549,2.4075,7.6926,3.7406,4.2208,-0.7734,-0.8513,0.2556,-0.1284,26.0,5.0,5.0,0.6445,0.0157,0.0245,0.1562,0.3041,-0.104,-0.0092,0.0196,0,4,9.0,6,0,0,10,0,29.0,제외,False,False,False,,정점 근접,,
FRPH,,"FRP Holdings, Inc.",Real Estate,Real Estate Services,United States,USD,21.08,0.4047,,,,13.7706,,,,78.8131,0.2675,,,,,,105.6235,57.2775,59.0941,0.0143,0.0645,0.0073,0.0831,0.0926,,,0.1157,0.2585,0.2133,저점,0,0.0,0.0,0.0,0.0,-1.8642,-1.0,-1.0,-0.0884,,26.0,2.0,0.0,,,,-0.1694,-0.1417,7.6387,-0.0035,0.0493,0,0,4.0,7,0,10,5,3,29.0,제외,False,False,False,,,순부채/EBITDA>3x;매출채권·재고 급증,
STRZ,,Starz Entertainment Corp.,Communication Services,Entertainment,Canada,USD,23.41,0.4009,,,,,,,,,-3.0612,,,,-0.0248,0.0086,,,,-0.0793,0.0773,-0.0822,0.0764,0.1106,,,-0.0703,-0.0041,-0.0041,저점,0,0.0,0.0,0.0,0.0,-39.3778,-1.0,-1.0,-1.6821,,26.0,3.0,4.0,,,,-0.1922,0.6212,0.847,0.006,0.0251,0,0,4.0,5,0,10,10,0,29.0,제외,False,False,False,,,,
AZ,,A2Z Cust2Mate Solutions Corp.,Technology,Software - Application,Canada,USD,5.75,0.2532,,,,,,,,,-0.1544,,,,3.5076,2.0651,,,,-0.0263,-0.2109,-1.4882,0.1258,0.127,,,-2.6848,-2.1008,-0.5,저점,0,0.0,0.0,0.0,0.0,-0.1362,-1.0,-1.0,-0.0237,,26.0,3.0,1.0,,0.0784,0.0784,0.0829,-0.2971,,0.3548,1.1764,0,4,2.0,2,0,10,8,3,29.0,제외,False,False,False,,,희석/SBC 과다,
IIIV,,"i3 Verticals, Inc.",Technology,Software - Infrastructure,United States,USD,15.1,0.5252,,vsHist,fPEG,13.7273,12.4058,14.0793,12.377,313.2152,0.0482,0.902,1.5922,0.0779,0.0213,0.0498,96.1694,109.9949,203.4554,-0.0068,0.0445,0.0133,0.0938,0.1006,,,0.0306,0.0155,0.0267,중반,0,0.0,3.9075,5.0736,3.2221,-1.9297,-0.7866,-1.0,-0.1278,1.5989,26.0,4.0,4.0,0.0246,-0.0413,,-0.2907,-0.5284,3.1834,-0.2492,0.0831,0,0,7.0,6,0,7,6,3,29.0,제외,False,False,False,,,순부채/EBITDA>3x,
WEC,,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,United States,USD,101.17,32.9662,,,Rev>Px,19.6066,17.1596,18.0742,16.8424,25.24,4.0083,2.3461,1.4603,0.1175,0.0479,0.0526,22.8585,22.8585,23.747,0.0515,-0.0417,0.056,0.077,0.0826,,,0.2412,0.229,0.2412,중반,0,8.6015,39.5542,61.027,37.1842,12.4855,-0.6325,-0.915,0.1234,0.6642,26.0,4.0,9.0,0.015,0.0,-0.0011,-0.1488,-0.1035,5.8437,0.0208,0.0,0,0,10.0,3,0,7,6,3,29.0,제외,False,False,False,,,순부채/EBITDA>3x,
MAIR,680.0,Madison Air Solutions Corporati,Industrials,Building Products & Equipment,United States,USD,25.26,12.6735,B,,"CAGR+PE,Rev>Px",,20.5065,22.9674,19.72,60.5236,0.4174,1.2453,,0.1647,0.1668,0.0699,25.5212,26.0115,,0.027,0.0228,0.0742,0.0935,0.1006,,,0.1772,0.1746,0.1739,중반,1,3.38,11.418,15.5653,10.4453,4.4205,-0.5865,-0.8662,0.175,0.5768,26.0,2.0,10.0,0.1015,0.0001,0.0234,-0.328,,3.5328,,0.0,0,4,7.0,5,0,7,6,0,29.0,제외,False,False,False,,,순부채/EBITDA>3x,
USAC,,"USA Compression Partners, LP",Energy,Oil & Gas Equipment & Services,United States,USD,25.83,3.7439,,FCFy,CAGR+PE,21.2453,16.1103,17.9299,15.524,31.1083,0.8303,1.0395,0.5753,0.155,0.3794,0.0692,18.8959,20.1456,21.6957,0.0636,0.081,0.1021,0.0766,0.0826,,,0.3011,0.2824,0.2824,정점 근접,2,4.3394,12.5295,19.1609,12.1398,5.1019,-0.53,-0.832,0.1975,0.5797,26.0,4.0,1.0,0.0,-0.0698,-0.0694,-0.0194,0.0665,4.6138,0.2185,0.0057,0,12,4.0,9,0,0,4,0,29.0,제외,False,False,False,,정점 근접;데이터 이상: 자본잠식,순부채/EBITDA>3x;희석/SBC 과다,자본잠식
EVI,,"EVI Industries, Inc.",Industrials,Industrial Distribution,United States,USD,19.73,0.2672,,,Compress,41.1042,15.6587,15.6587,15.6587,30.2543,0.6521,,1.1207,0.1397,0.0471,-0.045,20.5893,20.5893,21.953,0.0209,0.0305,0.0571,0.0925,0.1026,,,0.0352,0.0383,0.0352,중반,0,3.236,5.1656,5.1624,4.6824,5.2518,-0.7627,-0.836,0.2662,-0.1216,26.0,3.0,1.0,0.0,,,0.3607,-0.3772,2.3641,0.031,0.0119,0,6,5.0,3,0,7,8,0,29.0,제외,False,False,False,,,,
PHAT,,"Phathom Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,USD,6.985,0.5651,,,,,,,,,-1.0934,,,,0.805,0.5664,,,,-0.0654,-0.1134,,0.0843,0.0926,,,-0.1696,-125.1737,-0.1696,중반,1,0.0,0.0,0.0,0.0,-4.876,-1.0,-1.0,-0.6981,,26.0,5.0,5.0,,-0.0578,-0.2524,-0.3484,-0.407,,0.1557,0.1133,0,0,8.0,4,0,7,7,3,29.0,제외,False,False,False,,데이터 이상: 자본잠식,희석/SBC 과다;매출채권·재고 급증,자본잠식
MED,,MEDIFAST INC,Consumer Cyclical,Personal Services,United States,USD,11.95,0.1336,,NetCash,,,,,,111.7074,0.107,,,,,-0.0487,,-5.6761,6.6451,-0.0032,-0.0208,-0.2844,0.0985,0.1081,,,-0.0615,0.0794,0.0048,저점,0,0.0,11.3065,11.366,8.4947,13.8045,-0.2891,-1.0,1.1552,-0.6251,26.0,1.0,1.0,,,,0.137,-0.1284,,0.0068,0.0214,0,0,4.0,2,0,10,10,3,29.0,제외,True,False,False,,가치함정: 만성 저멀티플+무성장,,
TLRY,,"Tilray Brands, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,Canada,USD,4.11,0.5771,B,,"fPEG,CAGR+PE,Compress",82.2,41.9323,65.207,23.6112,,-0.4549,0.238,1.6256,0.258,0.2213,0.0493,,,,-0.1313,-0.2566,-0.0233,0.104,0.1339,,,-0.0604,-0.1861,-0.0604,중반,2,0.0,0.0,0.0,0.0,-4.0272,-1.0,-1.0,-0.9798,,26.0,4.0,2.0,3.0554,-0.6132,-0.7824,-0.1142,-0.6426,13.5442,0.1811,0.0502,0,15,2.0,2,0,7,3,0,29.0,제외,False,True,False,,가치함정: 컨센서스 급락,순부채/EBITDA>3x;희석/SBC 과다;매출채권·재고 급증,
COKE,,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,187.49,14.3957,,vsPeer,,,,,,19.2401,9.7447,,,,,,16.8874,16.8874,10.1008,0.0479,0.0447,0.3834,0.0775,0.0826,,,0.1297,0.1207,0.1297,중반,0,94.0855,160.0018,181.4328,148.8805,93.7954,-0.2059,-0.4982,0.5003,0.37,10.0,4.0,0.0,,,,-0.0029,0.6248,2.0157,-0.119,0.0,0,0,2.0,12,0,7,8,0,29.0,제외,False,False,False,,데이터 이상: 자본잠식,,자본잠식
IDA,,"IDACORP, Inc.",Utilities,Utilities - Regulated Electric,United States,USD,128.66,7.442,,,Rev>Px,21.3013,18.9289,20.1804,18.5019,46.9117,2.7426,2.0865,2.2102,0.0856,0.093,0.1083,27.7096,29.825,26.7911,0.0314,-0.1308,0.0421,0.0761,0.0826,,,0.2275,0.1853,0.2114,중반,0,0.0,55.1829,98.7334,52.2748,0.5413,-0.5937,-1.0,0.0042,0.9896,12.0,4.0,9.0,0.023,-0.0003,0.0009,-0.1584,-0.0085,5.8693,0.0573,0.0,0,0,13.0,2,0,7,4,3,29.0,제외,False,False,False,,,순부채/EBITDA>3x;희석/SBC 과다,
ABM,,ABM Industries Incorporated,Industrials,Specialty Business Services,United States,USD,49.69,2.9126,,vsPeer,,,11.5115,12.3996,11.4164,15.9352,3.1183,1.3367,0.9221,0.1248,0.0543,0.0348,13.3989,13.3989,11.8206,0.0533,0.0947,0.0736,0.0762,0.0862,,,0.0382,0.0402,0.0382,중반,0,19.86,30.4967,38.7621,29.9039,28.4715,-0.3982,-0.6003,0.573,0.0479,26.0,4.0,8.0,0.0597,-0.0006,0.0026,0.0928,0.0854,3.8921,-0.0557,0.004,0,4,7.0,5,0,7,6,0,29.0,제외,False,False,False,,,순부채/EBITDA>3x,
PAG,,"Penske Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,USD,209.66,13.7669,,,,16.4439,14.9481,15.4028,14.7856,17.348,12.0855,3.5809,4.3329,0.0345,0.0715,0.0237,18.4531,17.2609,12.9292,0.0397,0.0409,0.0622,0.0788,0.0909,,,0.0378,0.0478,0.0404,중반,0,7.1183,49.1459,69.2749,43.6712,52.7861,-0.7917,-0.966,0.2518,-0.2087,26.0,3.0,5.0,0.0508,0.0074,0.0073,0.1507,0.2208,6.4845,-0.0076,0.0009,0,4,9.0,3,0,7,6,0,29.0,제외,False,False,False,,,순부채/EBITDA>3x,
MBC,,"MasterBrand, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,USD,7.21,1.4672,,,fPEG,17.1667,39.5856,360.5,30.0417,11.7578,0.6132,0.036,,-0.4864,0.2796,0.1909,,12.5148,13.5602,0.0556,0.0355,-0.0013,0.0896,0.1191,,,-0.0021,0.098,0.0839,저점,0,0.0,0.0,0.0,0.0,2.9721,-1.0,-1.0,0.4122,,26.0,1.0,3.0,0.7917,-0.3766,-0.6066,-0.2702,-0.4726,16.5131,0.1898,0.008,0,15,0.0,1,0,10,3,0,29.0,제외,False,False,False,,가치함정: 컨센서스 급락,순부채/EBITDA>3x;희석/SBC 과다;매출채권·재고 급증,
LB,,LandBridge Company LLC,Energy,Oil & Gas E&P,United States,USD,82.11,6.4321,,,Compress,64.562,42.0681,54.74,38.7311,374.6435,0.2192,1.0178,0.8384,0.5018,0.2702,0.2293,50.0958,123.2082,,0.0061,0.0165,0.1381,0.0815,0.0826,,,0.6134,0.2494,0.2494,정점 근접,2,1.6025,4.2311,18.9919,7.2641,1.1511,-0.9115,-0.9805,0.014,0.8415,26.0,6.0,1.0,0.0,-0.014,-0.014,0.2609,0.5052,3.3113,0.1224,0.2014,0,8,6.0,11,0,0,4,0,29.0,제외,False,False,False,,정점 근접;데이터 이상: 비지배지분 과다(Up-C 구조 등),순부채/EBITDA>3x;희석/SBC 과다,비지배지분 과다(Up-C 구조 등)
TGTX,,"TG Therapeutics, Inc.",Healthcare,Biotechnology,United States,USD,56.0,8.5727,B,,"fPEG,Compress",105.6604,23.1552,58.9474,18.887,168.4946,0.3324,0.1092,6.6923,0.0346,0.558,0.3728,64.3659,86.1171,108.347,0.0066,-0.0074,0.1336,0.1109,0.1161,,,0.1705,-26.0581,0.1274,정점 근접,2,2.4954,4.2398,68.4638,19.8597,3.4209,-0.6454,-0.9554,0.0611,0.8277,26.0,5.0,6.0,0.7049,-0.0963,0.0323,0.003,0.5775,1.4805,-0.0325,0.1015,0,8,7.0,3,0,0,8,3,29.0,제외,False,False,False,,정점 근접,희석/SBC 과다,
GKOS,,Glaukos Corporation,Healthcare,Medical Devices,United States,USD,153.49,9.0534,,,,,,,,,-3.0503,,,,0.3618,0.2251,,,,-0.0211,-0.012,-0.3267,0.0887,0.0891,,,-0.3131,-0.3456,-0.3374,중반,0,0.0,0.0,0.0,0.0,-30.4804,-1.0,-1.0,-0.1986,,26.0,5.0,13.0,,0.0031,0.1403,0.0628,0.9205,,0.0282,0.1309,0,4,6.0,1,0,7,8,3,29.0,제외,False,False,False,,,희석/SBC 과다,
URGN,,UroGen Pharma Ltd.,Healthcare,Biotechnology,United States,USD,41.63,2.0349,,,Rev>Px,,,,,,-1.7872,,,,1.9348,0.6806,,,,-0.0376,-0.0861,,0.1082,0.1136,,,-0.3532,-1.0304,-0.5,중반,1,0.0,0.0,0.0,0.0,-15.9001,-1.0,-1.0,-0.3819,,26.0,5.0,7.0,,0.8707,0.945,0.2053,1.2699,,0.0553,0.0854,0,4,4.0,4,0,7,7,3,29.0,제외,False,False,False,,데이터 이상: 자본잠식,희석/SBC 과다;매출채권·재고 급증,자본잠식
RGP,,"Resources Connection, Inc.",Industrials,Consulting Services,United States,USD,3.89,0.134,,NetCash,,,,,,79.1803,0.0491,,,,-0.0567,0.0637,,32.8585,10.3839,-0.012,-0.0818,-0.2038,0.095,0.1026,,,-0.0661,0.0495,0.005,저점,0,0.0,1.0417,1.0961,0.7949,2.2549,-0.7957,-1.0,0.5797,-1.8369,26.0,3.0,3.0,,,,-0.0442,-0.2343,,0.0427,0.0256,0,0,6.0,0,0,10,10,3,29.0,제외,False,False,False,,,,
EMAT,,Evolution Metals & Technologies,Basic Materials,Other Industrial Metals & Mining,United States,USD,3.335,2.0843,,,,,,,,,-0.0022,,,,,11.025,,,,-0.0007,-0.013,-8.9967,0.0822,0.0826,,,-11.1161,-11.1161,-0.5,판단 불가,1,0.0,0.0,0.0,0.0,-0.0627,-1.0,-1.0,-0.0188,,26.0,1.0,1.0,,,,-0.5276,,,,0.0,0,8,2.0,5,0,4,10,0,29.0,제외,False,False,False,,데이터 이상: 자본잠식,,자본잠식
LIDR,,"AEye, Inc.",Technology,Software - Infrastructure,United States,USD,1.18,0.0551,,NetCash,,,,,,,-0.0041,,,,7.912,9.378,,,,-0.0036,-0.6482,,0.1496,0.1521,,,-80.0222,-85.9301,-0.5,중반,1,0.0,0.5613,0.59,0.4281,1.4727,-0.6372,-1.0,1.2481,-2.4398,26.0,4.0,2.0,,,,-0.0992,-0.5,,1.4007,12.9378,0,8,4.0,2,0,7,8,0,29.0,제외,True,False,False,,,희석/SBC 과다,
DK,,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,United States,USD,72.26,4.4246,,,Rev>Px,4.8173,7.1945,4.5369,9.2003,,-3.8762,,0.7917,-0.5069,0.3204,-0.0919,11.7325,118.5875,13.3191,-0.0085,0.1311,0.1688,0.075,0.0831,,,0.0498,0.0049,0.0049,정점 근접,2,0.0,0.0,50.9527,12.7382,-32.6672,-0.8237,-1.0,-0.4521,3.5645,26.0,2.0,10.0,3.0259,0.9231,2.8168,0.5111,1.2037,2.6298,0.0327,0.0072,0,0,11.0,7,0,0,8,3,29.0,제외,False,False,False,,정점 근접;데이터 이상: 비지배지분 과다(Up-C 구조 등),,비지배지분 과다(Up-C 구조 등)
CHT,,"Chunghwa Telecom Co., Ltd.",Communication Services,Telecom Services,Taiwan,USD,46.2,35.8394,,,,,29.5307,29.7106,29.4643,28.3791,1.628,35.3233,,-0.004,0.0477,0.0291,21.9859,21.8694,19.8361,0.0275,0.0478,0.1238,0.0865,0.0876,,,0.2051,0.2111,0.2062,중반,0,18.931,24.0885,24.5926,22.9251,20.6497,-0.5038,-0.5902,0.447,0.0993,26.0,2.0,1.0,0.0,,,0.028,0.0555,-0.4587,-0.0012,0.0,0,0,3.0,10,0,7,9,0,29.0,제외,False,False,False,,데이터 이상: 매출·시총 단위 불일치,매출채권·재고 급증,매출·시총 단위 불일치
EOLS,,"Evolus, Inc. Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic,United States,USD,8.0,0.5284,,,,,,,,,-0.5567,,,,0.1244,0.1737,,,,-0.0504,-0.0812,-0.1835,0.1031,0.119,,,-0.0651,-0.2419,-0.0958,중반,1,0.0,0.0,0.0,0.0,-5.3277,-1.0,-1.0,-0.666,,26.0,7.0,4.0,,0.1337,0.2188,0.122,0.3356,,0.0215,0.0664,0,0,6.0,4,0,7,9,3,29.0,제외,False,False,False,,데이터 이상: 자본잠식,매출채권·재고 급증,자본잠식
ENB,,Enbridge Inc,Energy,Oil & Gas Midstream,Canada,USD,47.85,106.6502,,,Rev>Px,22.8775,21.5401,23.2767,20.9582,27.9675,1.7109,1.9472,6.6062,0.0326,0.273,-0.086,23.3112,22.1816,23.0462,0.0443,0.011,0.051,0.0787,0.0891,,,0.1605,0.1818,0.1687,중반,0,0.0,0.0,0.0,0.0,3.0793,-1.0,-1.0,0.0644,,26.0,3.0,7.0,0.0562,0.0009,0.0152,-0.1492,-0.0351,6.4443,,0.0,0,0,9.0,5,0,7,5,3,29.0,제외,False,False,False,,,순부채/EBITDA>3x;매출채권·재고 급증,
REX,,REX American Resources Corporat,Basic Materials,Chemicals,United States,USD,44.01,1.4601,,,,27.3354,,,,23.8215,1.8475,,,,,,10.8112,13.4402,8.2513,0.0356,0.0407,0.2443,0.0943,0.0949,,,0.1543,0.071,0.1241,중반,1,28.3224,23.6456,31.5148,26.7821,30.4862,-0.3915,-0.3565,0.6927,-0.1383,26.0,1.0,0.0,,,,-0.0025,0.4137,-2.8992,0.0024,0.014,0,0,2.0,10,0,7,10,0,29.0,제외,False,False,False,,,,
FET,,"Forum Energy Technologies, Inc.",Energy,Oil & Gas Equipment & Services,United States,USD,82.68,0.9486,B,,"fPEG,CAGR+PE,Compress,Rev>Px",35.7922,17.5828,20.6185,16.6694,157.1316,0.5262,0.7422,0.0974,0.2369,0.1204,0.0592,33.5425,46.2916,24.7373,0.0053,0.0449,0.0556,0.0858,0.0938,,,0.0409,0.0296,0.0296,정점 근접,2,0.0,0.0,41.4225,10.3556,2.9179,-0.8748,-1.0,0.0353,0.7182,26.0,4.0,2.0,0.2137,0.8004,0.8004,0.6333,1.8738,2.8578,-0.0656,0.0127,0,4,8.5,5,0,0,8,3,28.5,제외,False,False,False,,정점 근접,,
UNFI,,"United Natural Foods, Inc.",Consumer Defensive,Food Distribution,United States,USD,43.74,2.6383,,vsHist,Rev>Px,18.7725,,,,29.8405,1.4658,,,,-0.0185,0.0347,19.4354,24.9066,35.9266,0.0116,0.0993,0.0517,0.0777,0.0903,,,0.0093,0.0039,0.0073,중반,0,0.0,0.0,0.0,0.0,-9.934,-1.0,-1.0,-0.2271,,26.0,4.0,8.0,,0.0576,0.0593,-0.1097,0.3833,5.0556,0.038,0.002,0,0,8.0,4,0,7,6,3,28.0,제외,False,False,False,,,순부채/EBITDA>3x,
GPC,,Genuine Parts Company,Consumer Cyclical,Auto Parts,United States,USD,128.76,17.7508,,,,17.2832,15.7961,16.6376,15.5043,18.8086,6.8458,2.1611,2.5674,0.0615,0.051,0.0347,19.8566,17.3988,15.904,0.043,0.0397,0.0893,0.0798,0.0857,,,0.0479,0.07,0.0547,중반,0,31.437,67.2531,80.4801,61.6058,54.1824,-0.5215,-0.7558,0.4208,0.1205,26.0,3.0,9.0,0.0541,-0.0111,-0.0082,0.1098,-0.0649,3.5044,-0.0091,0.0022,0,4,6.0,5,0,7,6,0,28.0,제외,False,False,False,,,순부채/EBITDA>3x,
ZG,,"Zillow Group, Inc.",Communication Services,Internet Content & Information,United States,USD,29.35,6.6001,B,,"fPEG,CAGR+PE,Compress",15.6117,10.6932,12.9478,10.0424,,-0.4423,0.3696,0.3192,0.3349,0.1414,0.1181,129.5216,,,-0.0287,-0.0217,0.0102,0.1201,0.1255,,,0.0178,-0.0824,-0.0352,정점 근접,2,0.0,0.0,4.0124,1.0031,-2.5646,-0.9658,-1.0,-0.0874,3.5567,26.0,5.0,15.0,0.3114,-0.0007,-0.0404,-0.0587,-0.6196,-0.3851,-0.0944,0.1292,0,4,10.0,3,0,0,8,3,28.0,제외,False,False,False,,정점 근접,희석/SBC 과다,
HCC,,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,United States,USD,90.24,4.7649,,,Compress,21.6663,13.4857,14.3068,13.2037,22.5026,4.0102,1.6142,0.0897,0.0835,0.5345,0.0742,20.55,16.7392,7.3958,0.0334,-0.0034,0.081,0.0848,0.0867,,,0.1364,0.3256,0.1675,회복,0,35.4326,75.2914,98.8379,71.2133,50.6403,-0.2108,-0.6074,0.5612,0.2889,26.0,1.0,4.0,0.8234,0.0,-0.0742,0.1102,0.4162,-0.1273,0.0048,0.0133,0,4,2.0,2,0,10,10,0,28.0,제외,False,False,False,,,,
CTRI,681.0,"Centuri Holdings, Inc.",Utilities,Utilities - Regulated Gas,United States,USD,20.17,2.0364,B,,"fPEG,CAGR+PE,Compress,Rev>Px",34.7759,22.8564,28.4485,21.3582,83.9697,0.2402,0.6885,0.2952,0.332,0.2368,0.1106,31.5275,29.4887,35.6522,0.0106,-0.0127,0.0396,0.0853,0.0964,,,0.0273,0.0358,0.0292,중반,1,0.0,0.0,0.0,0.0,-0.1616,-1.0,-1.0,-0.008,,26.0,2.0,5.0,0.4871,0.0787,-0.0629,-0.3419,-0.0441,3.4991,0.1425,0.0031,0,12,4.0,2,0,7,3,0,28.0,제외,False,True,False,,,순부채/EBITDA>3x;희석/SBC 과다;매출채권·재고 급증,
BSIN,,Big Sky Industrial Inc.,Energy,Oil & Gas E&P,United States,USD,1.47,0.0772,,,Rev>Px,,,,,,-0.0467,,,,0.0337,1.697,,,,-0.0328,-0.2716,-0.267,0.1079,0.11,,,-1.5347,-0.2017,-0.4257,저점,1,0.0,0.0,0.0,0.0,-0.2539,-1.0,-1.0,-0.1727,,26.0,4.0,1.0,,0.5,0.5,0.3868,0.1855,,0.601,0.2703,0,4,4.0,0,0,10,7,3,28.0,제외,False,False,False,,,희석/SBC 과다;매출채권·재고 급증,
CRSR,,"Corsair Gaming, Inc.",Technology,Computer Hardware,United States,USD,13.52,1.4626,,,,13.6566,15.9449,15.0393,16.3104,,-0.0403,,1.0203,-0.0779,-0.0215,0.0492,34.1063,711.1032,261.6985,-0.0124,0.0428,0.0513,0.1235,0.1325,,,0.0294,-0.0237,0.0014,정점 근접,2,0.0,0.0,4.6683,1.1671,0.1892,-0.9137,-1.0,0.014,0.8379,26.0,6.0,9.0,0.5767,0.0803,0.0803,0.5703,0.5962,-0.0761,0.0314,0.0187,0,0,11.0,4,0,0,10,3,28.0,제외,False,False,False,,정점 근접,,
TDOC,,"Teladoc Health, Inc.",Healthcare,Health Information Services,United States,USD,6.13,1.1137,,,,,,,,,-0.9051,,,,-0.0435,-0.0105,,,,-0.1748,0.0551,-0.0788,0.0996,0.14,,,-0.0585,-0.0855,-0.0697,중반,0,0.0,0.0,0.0,0.0,-9.5903,-1.0,-1.0,-1.5645,,26.0,2.0,2.0,,,,-0.2694,-0.2488,1.1347,0.029,0.0228,0,0,4.0,4,0,7,10,3,28.0,제외,False,False,False,,가치함정: 매출 역성장 지속(컨센),,
LUMN,,"Lumen Technologies, Inc.",Communication Services,Telecom Services,United States,USD,6.13,6.3228,,,,,,,,,-0.4322,,,,-0.1031,-0.0371,,41.6701,16.1866,0.003,0.1234,-0.0272,0.0798,0.1203,,,-0.031,0.1031,0.0364,저점,0,0.0,0.0,0.0,0.0,-7.3416,-1.0,-1.0,-1.1977,,26.0,1.0,7.0,,,,-0.2413,0.0355,4.8778,0.0096,0.0048,0,0,6.0,3,0,10,6,3,28.0,제외,False,False,False,,가치함정: 매출 역성장 지속(컨센);데이터 이상: 자본잠식,순부채/EBITDA>3x,자본잠식
