ticker,rank,name,sector,ind,country,cur,P,mcap_usd,tracks,trackA_hits,trackB_hits,pe_ttm,pe_ntm,pe1,pe2,pe_norm,eps_norm,fpeg,peg2y,e_norm,rg1,rg2,ev_ebit_ttm,ev_ebit_norm,ev_ebit_hist_med,fcfy_norm,fcfy_ttm_sbc,roic,wacc,ke,rote_n,ptbv,om_ttm,om_avg,m_norm,cyc2,crit,v_bear,v_base,v_bull,v_pw,epv,mos,bear_dd,epv_ratio,growth_share,n_implied,dur_ev,n2,disp,rv1m_f2,rv3m_f2,r3m,r12m,nd_ebitda,sh_g,sbc_rev,A,B,C,D,E,F,G,H,total,grade,lens1,lens2,both,factor,excl,risk,dflag
GEN,14.0,Gen Digital Inc.,Technology,Software - Infrastructure,United States,USD,26.23,15.7009,A,"FCFy,EV/EBIT,vsPeer",fPEG,9.9356,8.4472,8.9733,7.9312,12.7884,2.0511,0.6429,0.6184,0.1366,0.0844,0.0672,10.7378,10.7378,14.2338,0.0917,0.0843,0.1583,0.0844,0.1026,,,0.428,0.3677,0.428,중반,0,19.3349,39.1156,48.7878,36.5885,19.4935,0.3949,-0.2629,0.7432,0.4672,0.0,6.0,10.0,0.1028,0.0019,0.0062,0.0728,-0.0892,2.8658,-0.0337,0.0443,16,12,13.0,12,10,7,8,3,81.0,A+,True,True,True,AI 대체 우려,,,
NMM,,Navios Maritime Partners LP,Industrials,Marine Shipping,Greece,USD,87.94,2.5437,A,"FCFy,EV/EBIT,vsPeer",,6.1799,4.9251,4.6935,5.0173,8.3226,10.5664,,0.1502,-0.0645,0.206,0.0144,7.3584,7.3584,4.5999,0.141,-0.0652,0.3363,0.0875,0.1107,,,0.3412,0.3499,0.3412,중반,1,109.8693,164.6137,255.7281,173.7062,115.1033,0.9753,0.2494,1.3089,0.3374,0.0,3.0,4.0,0.3959,0.0113,0.1212,0.275,0.8413,1.3733,-0.0385,0.0,20,15,8.5,8,10,7,9,3,80.5,A+,True,False,False,,데이터 이상: 자본잠식,매출채권·재고 급증,자본잠식
IMPP,,Imperial Petroleum Inc.,Energy,Oil & Gas Midstream,Greece,USD,5.3,0.2551,A,"FCFy,EV/EBIT,vsPeer,NetCash",,3.1361,2.1698,1.7905,2.3556,4.2003,1.2618,,0.0677,-0.2399,0.8614,-0.0994,0.1205,0.1273,-0.0199,0.2071,0.4415,0.1913,0.1367,0.1367,,,0.3473,0.3271,0.3287,중반,0,13.9391,18.5918,16.8395,16.9905,14.4986,2.2058,1.63,2.7356,0.1467,0.0,4.0,1.0,0.0,0.0321,0.0321,0.0905,0.06,-2.2322,0.3683,0.0113,20,15,7.5,10,10,7,8,3,80.5,A+,True,False,False,,가치함정: 만성 저멀티플+무성장,희석/SBC 과다,
DLO,16.0,DLocal Limited,Technology,Software - Infrastructure,Uruguay,USD,14.06,4.1374,AB,"EV/EBIT,vsHist","fPEG,CAGR+PE",17.868,13.2061,16.4981,12.2931,18.4494,0.7621,0.3861,0.6921,0.1908,0.4578,0.2975,13.7322,11.8601,24.831,0.0533,0.0876,,0.1122,0.1122,,,0.1754,0.2596,0.2031,회복,0,10.9037,23.8859,43.3638,25.5098,10.0524,0.8144,-0.2245,0.715,0.6059,2.0,4.0,4.0,0.0569,0.0114,0.0358,0.108,-0.0337,-3.2996,-0.0073,0.019,20,15,5.5,11,7,10,9,3,80.5,A+,True,True,True,신흥국,,매출채권·재고 급증,
KMT,17.0,Kennametal Inc.,Industrials,Tools & Accessories,United States,USD,29.94,2.2871,A,"FCFy,EV/EBIT,vsHist,vsPeer",Rev>Px,6.5947,6.7754,6.0417,11.2933,9.3,3.2194,,,-0.2383,0.4361,0.0366,6.1379,8.3914,13.2244,0.0877,-0.0506,0.1635,0.0922,0.1062,,,0.2043,0.0877,0.1494,중반,1,28.1696,43.8035,71.3661,46.7857,29.2688,0.5626,-0.0591,0.9776,0.3744,0.0,3.0,5.0,0.6312,0.0785,0.1053,-0.1632,0.4264,1.0694,0.0129,0.0148,20,12,11.0,8,10,7,9,3,80.0,A+,True,False,False,,,매출채권·재고 급증,
OTF,,Blue Owl Technology Finance Cor,Financial Services,Asset Management,United States,USD,10.39,4.7605,,P/TBV,fPEG,6.5072,7.7378,8.1755,7.5866,25.2315,0.4118,0.9968,,0.0776,0.2105,0.1408,22.8475,20.0828,,0.1013,-0.4476,0.0881,0.0816,0.1006,0.0881,0.6314,1.2723,2.2513,,저점,0,11.5235,13.726,15.5852,13.6402,14.4044,0.3128,0.1091,1.3864,-0.056,,,8.0,0.073,0.0459,0.0292,-0.0114,-0.2709,13.5888,,0.0,16,15,9.0,8,9,10,10,3,80.0,A+,True,False,False,,데이터 이상: 매출·시총 단위 불일치,,매출·시총 단위 불일치
HMH,,HMH Holding Inc.,Energy,Oil & Gas Equipment & Services,United States,USD,18.55,0.2234,A,"FCFy,EV/EBIT,vsPeer",fPEG,,9.808,16.236,8.5484,6.7789,2.7364,0.1091,,-0.9969,,0.1882,5.0123,4.8017,,0.2118,0.4565,0.1638,0.0848,0.1206,,,0.0913,0.0899,0.0953,중반,1,39.057,55.2201,59.6735,52.2927,45.753,1.819,1.1055,2.4665,0.1251,0.0,3.0,5.0,0.2442,-0.0226,,-0.0744,,1.1186,,0.0,20,15,6.0,12,10,7,10,0,80.0,A+,True,False,False,,데이터 이상: 비지배지분 과다(Up-C 구조 등),,비지배지분 과다(Up-C 구조 등)
CARG,18.0,"CarGurus, Inc.",Communication Services,Internet Content & Information,United States,USD,30.57,2.723,AB,"FCFy,EV/EBIT,vsHist","fPEG,CAGR+PE,Rev>Px",12.5287,10.4865,11.6487,10.111,13.0877,2.3358,0.6895,0.6279,0.167,0.0802,0.0894,10.4178,10.4178,15.2995,0.0728,0.0882,0.6356,0.0977,0.1009,,,0.2838,0.1498,0.2838,중반,1,24.0725,36.8265,44.5431,35.5671,23.1894,0.1635,-0.2125,0.7586,0.348,2.0,6.0,11.0,0.2481,0.0077,0.0405,-0.0745,-0.1848,0.213,-0.0909,0.0543,11,12,13.0,14,10,7,10,3,80.0,A+,True,True,True,AI 대체 우려,,,
HG,,"Hamilton Insurance Group, Ltd.",Financial Services,Insurance - Reinsurance,Bermuda,USD,33.47,3.3006,A,"vsPeer,P/TBV",,5.5322,6.9683,6.7153,7.0674,4.935,6.7821,,,-0.0108,-0.022,0.0476,2.6809,2.6809,1.4485,0.1903,0.2384,0.1771,0.0813,0.1,0.1771,1.1926,0.2837,0.1444,,정점 근접,1,39.7679,49.7098,67.2941,51.6204,49.7098,0.5423,0.1882,1.4852,0.037,,,7.0,0.2006,0.0155,0.0074,-0.0024,0.3584,-1.11,-0.0329,0.0092,20,15,11.0,12,9,0,10,3,80.0,A+,True,False,False,,"정점 근접 (재보험 요율 2024년 이후 20%+ 하락, 2027년 추가 연화 전망)",,
VGNT,,Versigent PLC,Consumer Cyclical,Auto Parts,Switzerland,USD,46.2,3.2726,A,"FCFy,EV/EBIT,vsPeer",fPEG,,6.0441,6.3191,5.9478,6.3554,7.2694,0.9681,,0.0624,0.0787,0.0292,7.0723,7.3893,,0.1501,0.1256,0.2939,0.08,0.1006,,,0.0786,0.0673,0.0753,중반,0,69.2839,112.9618,125.0982,105.0764,70.5947,1.2744,0.4997,1.528,0.3282,0.0,3.0,10.0,0.1456,-0.0052,0.0186,0.1159,,1.9591,,0.0039,20,15,7.0,12,10,7,9,0,80.0,A+,True,False,False,,"데이터 이상: 비지배지분 과다(Up-C 구조 등);데이터·모델 부적합: 2026-04 분사 신설법인, 독립 재무 이력 부족",매출채권·재고 급증,비지배지분 과다(Up-C 구조 등)
GIII,19.0,"G-III Apparel Group, LTD.",Consumer Cyclical,Apparel Manufacturing,United States,USD,26.94,1.1551,A,"FCFy,EV/EBIT,vsPeer",Rev>Px,11.9733,11.5016,11.9733,11.2563,6.8497,3.933,1.8055,,-0.0424,-0.0835,0.0297,4.243,4.243,5.4226,0.1056,0.2126,0.1048,0.0995,0.1142,,,0.0799,0.0876,0.0799,중반,0,37.8373,42.7152,42.2504,41.3795,44.4447,0.536,0.4045,1.6498,-0.0741,0.0,4.0,3.0,0.0376,-0.031,0.0528,-0.209,-0.015,-0.7333,0.0027,0.0102,20,12,10.5,7,10,7,10,3,79.5,A+,True,False,False,소비,,,
HRB,21.0,"H&R Block, Inc.",Consumer Cyclical,Personal Services,United States,USD,42.54,5.2437,A,"FCFy,EV/EBIT,vsPeer",fPEG,7.9366,6.7211,6.9171,6.1474,7.5859,5.6078,0.5368,0.4747,0.1416,0.0484,0.0419,7.037,7.1459,8.0638,0.1377,0.1384,0.6118,0.075,0.0826,,,0.2301,0.2196,0.2266,중반,0,73.6553,116.3267,137.5348,110.9609,72.8601,1.6084,0.7314,1.7127,0.3434,0.0,6.0,5.0,0.0462,-0.0416,-0.1059,0.1429,-0.1483,1.1102,-0.0616,0.0077,20,12,6.0,11,10,7,10,3,79.0,A+,True,True,True,AI 대체 우려,,,
TASK,23.0,"TaskUs, Inc.",Technology,Information Technology Services,United States,USD,8.41,0.7711,A,"FCFy,EV/EBIT,vsHist,vsPeer",fPEG,5.6067,5.8435,6.3395,5.6781,9.0079,0.9336,0.5017,,-0.0468,0.0448,0.0642,7.7481,8.2807,16.2287,0.1077,0.1266,0.1653,0.0989,0.1339,,,0.1196,0.0948,0.1119,중반,0,6.5632,11.4214,14.5541,10.99,7.3603,0.3068,-0.2196,0.8752,0.3303,0.0,5.0,8.0,0.2093,-0.026,-0.026,0.778,-0.5278,1.7576,-0.0009,0.0187,16,15,8.0,10,10,7,10,3,79.0,A+,True,False,False,AI 대체 우려,,,
GDDY,27.0,GoDaddy Inc.,Technology,Software - Infrastructure,United States,USD,96.38,12.2063,AB,"FCFy,EV/EBIT,vsHist,vsPeer","fPEG,CAGR+PE",14.2997,11.0828,13.0254,10.5,12.6456,7.6216,0.4608,0.516,0.2148,0.0579,0.0528,11.5776,11.5776,25.5514,0.083,0.1148,0.4061,0.0852,0.0943,,,0.252,0.1599,0.252,중반,0,80.1463,127.9916,144.5284,120.1645,80.1555,0.2468,-0.1684,0.8317,0.333,0.0,6.0,14.0,0.3417,-0.0062,0.022,0.1399,-0.3184,1.9145,-0.0736,0.0591,11,15,9.0,14,10,7,10,3,79.0,A+,True,True,True,AI 대체 우려,,,
ANF,26.0,Abercrombie & Fitch Company,Consumer Cyclical,Apparel Retail,United States,USD,132.25,5.6119,A,"FCFy,EV/EBIT",,11.3228,9.9387,9.7657,10.0371,10.4121,12.7016,,0.8123,0.1223,0.0499,0.0435,8.5486,8.6873,8.4057,0.0856,0.0939,0.2741,0.0866,0.0951,,,0.1371,0.096,0.1349,중반,0,127.9577,188.9084,205.7467,177.8803,131.821,0.345,-0.0325,0.9968,0.2589,0.0,7.0,7.0,0.1996,0.1113,0.1099,0.4452,0.5398,0.7318,-0.0927,0.0073,16,6,15.0,12,10,7,10,3,79.0,A+,True,False,False,소비,,,
TCOM,,Trip.com Group Limited,Consumer Cyclical,Travel Services,Singapore,USD,40.63,25.5849,A,"EV/EBIT,vsHist,NetCash",fPEG,5.9899,10.1894,11.032,9.9078,14.1984,2.8616,0.898,,-0.223,0.067,0.0905,9.9885,8.0748,16.3476,0.0587,0.0659,0.0951,0.079,0.0826,,,0.1819,0.1947,0.225,중반,0,40.8346,64.1822,79.5348,62.1834,49.9975,0.5305,0.005,1.2306,0.196,0.0,6.0,23.0,0.3032,-0.0353,-0.1306,-0.0064,-0.4648,-4.034,-0.0911,0.0346,20,12,8.0,9,10,7,10,3,79.0,A+,True,False,False,,가치함정: 컨센서스 급락;데이터 이상: 매출·시총 단위 불일치,,매출·시총 단위 불일치
SNY,20.0,Sanofi,Healthcare,Drug Manufacturers - General,France,USD,41.66,99.8231,A,"FCFy,EV/EBIT",,8.4847,7.8655,8.3052,7.7135,11.2959,3.6881,1.0253,1.0459,0.0752,0.0922,0.0629,10.4182,10.4182,12.1423,0.0745,0.0799,0.0968,0.0767,0.0826,,,0.2058,0.2266,0.2058,중반,0,40.9959,87.3185,110.2926,81.4814,43.6322,0.9559,-0.0159,1.0473,0.4645,0.0,3.0,6.0,0.0754,0.0038,0.0215,-0.03,-0.0852,1.094,-0.0168,0.0,20,12,9.0,9,10,7,9,3,79.0,A+,True,False,False,제약 특허,,매출채권·재고 급증,
APA,,APA Corporation,Energy,Oil & Gas E&P,United States,USD,43.7,15.3104,A,"FCFy,EV/EBIT,vsPeer",,8.5519,8.8535,7.0629,9.7758,6.047,7.2268,,0.9958,-0.2775,-0.0167,-0.0962,5.1504,5.1991,4.5041,0.1561,0.1373,0.261,0.0759,0.0826,,,0.4134,0.3977,0.4095,중반,1,79.161,87.5775,66.6088,80.2312,91.8624,0.836,0.8115,2.1021,-0.145,0.0,3.0,25.0,1.1977,0.0642,0.0424,0.3238,0.7699,0.5782,-0.0194,0.0,20,8,9.0,12,10,7,10,3,79.0,A+,True,False,False,,"가치함정: 매출 역성장 지속(컨센),만성 저멀티플+무성장",,
064350.KS,25.0,HYUNDAI ROTEM,Industrials,Railroads,South Korea,KRW,115900.0,9.2429,B,,"fPEG,CAGR+PE,Rev>Px",15.66,11.2845,14.409,10.4418,19.9699,5803.7411,0.297,0.4437,0.2543,0.1594,0.1948,10.1772,12.2842,15.8928,0.0478,0.1292,0.8072,0.1203,0.1211,,,0.1588,0.0698,0.1316,중반,1,77762.2984,149619.5604,235803.6961,153201.2788,70987.0759,0.3218,-0.3291,0.6125,0.5366,2.0,6.0,17.0,0.7784,-0.0462,-0.1075,-0.3174,-0.4546,-2.3123,-0.0003,0.0,16,15,6.0,15,10,7,10,0,79.0,A+,True,True,True,,,,
DOX,22.0,Amdocs Limited,Technology,Software - Infrastructure,United States,USD,58.36,6.0937,A,"FCFy,EV/EBIT,vsPeer",fPEG,8.0386,7.2798,7.8635,7.2693,10.3301,5.6495,0.8906,1.0153,0.0717,0.0366,0.032,8.417,9.0878,12.3716,0.0826,0.0867,0.1629,0.0783,0.0826,,,0.1781,0.1485,0.1649,중반,0,63.8584,98.3061,114.0728,93.6358,68.4527,0.6045,0.0942,1.1729,0.2689,0.0,4.0,6.0,0.0573,-0.0035,-0.0081,0.123,-0.2851,0.8599,-0.0494,0.0237,20,8,10.0,11,10,7,10,3,79.0,A+,True,False,False,AI 대체 우려,,,
ADT,24.0,ADT Inc.,Industrials,Security & Protection Services,United States,USD,6.34,5.1988,A,"FCFy,EV/EBIT",fPEG,6.8913,6.5483,6.8735,6.435,8.0067,0.7918,0.961,1.2559,0.0521,0.0181,0.0267,9.9943,9.9943,11.2372,0.1487,0.2999,0.0866,0.075,0.0972,,,0.2496,0.2226,0.2496,중반,0,5.276,8.9478,10.7674,8.4847,6.3489,0.3383,-0.1678,1.0014,0.2517,0.0,6.0,6.0,0.0893,0.0173,0.0173,-0.0078,-0.2804,2.8927,-0.0838,0.0106,16,15,9.0,11,10,7,8,3,79.0,A+,True,False,False,,,,
BBW,,"Build-A-Bear Workshop, Inc.",Consumer Cyclical,Specialty Retail,United States,USD,25.96,0.3198,A,"FCFy,EV/EBIT,vsPeer",,7.1911,6.9641,7.1812,6.8496,6.0867,4.2651,1.4386,,-0.0254,-0.0377,0.04,6.4657,6.3783,7.2701,0.1389,0.0718,0.1916,0.091,0.1065,,,0.1288,0.1335,0.1306,중반,0,33.269,47.0233,48.891,44.0517,37.8304,0.6969,0.2815,1.4573,0.1412,0.0,5.0,3.0,0.1187,-0.1186,-0.12,-0.1717,-0.6438,1.3655,-0.0539,0.003,20,15,8.0,7,10,7,9,3,79.0,A+,True,False,False,,가치함정: 컨센서스 급락,매출채권·재고 급증,
TUYA,28.0,Tuya Inc.,Technology,Software - Infrastructure,China,USD,1.73,1.0607,A,"EV/EBIT,NetCash",,14.4167,13.213,14.4167,12.8148,43.5964,0.0397,1.057,6.9362,0.019,0.1258,0.1155,3.1485,3.1485,,0.0213,0.0346,0.4262,0.1072,0.1076,,,0.084,-0.4758,0.084,중반,2,1.9701,2.7497,3.175,2.6611,1.9533,0.5382,0.1388,1.1291,0.266,0.0,6.0,4.0,0.2222,0.0189,0.0189,-0.0389,-0.3052,-28.7089,0.0097,0.0653,20,12,7.5,13,10,7,9,0,78.5,A+,True,False,False,,,매출채권·재고 급증,
ESEA,,Euroseas Ltd.,Industrials,Marine Shipping,Greece,USD,71.57,0.505,A,"FCFy,EV/EBIT,vsPeer",,3.952,4.4375,3.9454,4.6534,5.3777,13.3087,,,-0.0415,-0.0113,0.0621,3.8429,3.8687,2.595,0.1889,0.1717,0.1976,0.0913,0.1076,,,0.5916,0.5709,0.5876,정점 근접,1,153.7497,202.6827,235.6836,198.6997,159.7518,1.7763,1.1482,2.2321,0.196,0.0,7.0,1.0,0.0,0.0399,0.0399,0.0787,0.1547,0.0632,0.0081,0.0115,20,15,11.5,10,10,0,9,3,78.5,A+,True,False,False,해운,"정점 근접 (컨테이너선 용선료 호황(홍해·호르무즈 우회) — 보유 이력 4년이 모두 호황기라 mid-cycle 측정 불가, FY+2 EPS −15%)",매출채권·재고 급증,
LDOS,35.0,"Leidos Holdings, Inc.",Technology,Information Technology Services,United States,USD,124.69,15.6476,A,"FCFy,EV/EBIT",,10.2205,9.8544,10.0561,9.7794,11.0004,11.3351,3.482,3.1566,0.0312,0.0669,0.0474,10.3258,10.3258,13.3786,0.0805,0.1318,0.1434,0.075,0.0832,,,0.118,0.0907,0.118,중반,0,113.7437,182.9381,197.7896,169.3524,122.8262,0.3582,-0.0878,0.9851,0.2747,0.0,6.0,17.0,0.1388,-0.0025,-0.0294,0.2253,-0.3256,2.4599,-0.0308,0.0057,16,12,10.0,12,10,7,8,3,78.0,A+,True,False,False,,,,
OTEX,,Open Text Corporation,Technology,Software - Application,Canada,USD,23.08,5.6006,A,"FCFy,EV/EBIT,vsPeer",fPEG,5.2217,5.788,5.9112,5.4162,9.5365,2.4202,0.6334,,-0.0181,-0.0163,0.0168,8.7339,9.3548,12.3544,0.1169,0.1298,0.101,0.075,0.0969,,,0.2317,0.177,0.2163,중반,0,21.9789,47.9764,55.3238,43.3139,26.0978,0.8767,-0.0477,1.1308,0.3975,0.0,4.0,11.0,0.1941,-0.2425,-0.2419,0.0448,-0.3837,2.7521,-0.0586,0.0154,20,12,8.0,10,10,7,8,3,78.0,A+,True,False,False,,가치함정: 컨센서스 급락,,
BILI,,Bilibili Inc.,Communication Services,Internet Content & Information,China,USD,15.01,6.8082,B,NetCash,"fPEG,CAGR+PE",15.3118,12.3715,14.7789,11.6643,43.4249,0.3457,0.4633,0.5835,0.212,0.0808,0.1061,22.1212,22.1212,,0.0226,0.114,1.0189,0.0942,0.1021,,,0.0445,-0.2188,0.0445,중반,2,8.9602,22.2537,28.164,20.4079,8.9981,0.3596,-0.4031,0.5995,0.5591,0.0,5.0,22.0,0.3658,-0.0558,-0.0521,-0.0886,-0.4247,-4.1243,0.0371,0.0035,12,15,10.0,12,10,7,9,3,78.0,A+,True,True,True,,데이터 이상: 매출·시총 단위 불일치,매출채권·재고 급증,매출·시총 단위 불일치
EC,,Ecopetrol S.A.,Energy,Oil & Gas Integrated,Colombia,USD,16.69,34.3119,A,"FCFy,EV/EBIT,vsPeer",,9.1391,9.096,7.7289,9.7371,5.6681,2.9446,,0.4311,-0.2062,0.0293,-0.0725,5.908,5.908,4.1844,0.1965,0.1164,0.1494,0.0827,0.1126,,,0.2748,0.3224,0.2748,중반,1,28.6784,34.2341,25.6001,30.6867,34.1867,0.8386,0.7183,2.0483,-0.1141,0.0,2.0,7.0,0.7246,0.12,0.0715,0.1338,0.7736,2.1839,0.0011,0.0,20,12,9.0,9,10,7,8,3,78.0,A+,True,False,False,,가치함정: 만성 저멀티플+무성장,,
MTDR,29.0,Matador Resources Company,Energy,Oil & Gas E&P,United States,USD,52.12,6.4501,AB,"FCFy,EV/EBIT,vsPeer","fPEG,CAGR+PE",8.1821,5.9392,6.6343,5.7162,5.7906,9.0007,0.3698,0.2301,0.1606,0.1053,0.1099,7.8591,6.9127,7.515,0.1785,-0.0913,0.1114,0.0758,0.0897,,,0.3562,0.4772,0.4049,중반,1,84.2657,154.5586,170.504,140.9717,103.365,1.7048,0.6168,1.9832,0.2668,0.0,6.0,14.0,0.4475,0.0694,0.0371,0.0445,0.0635,1.6768,-0.0024,0.0053,20,15,9.0,4,10,7,10,3,78.0,A+,True,True,True,유가,,,
INMD,34.0,InMode Ltd.,Healthcare,Medical Devices,Israel,USD,14.19,0.8166,A,"FCFy,EV/EBIT,vsPeer,NetCash",,9.8542,10.5003,10.9491,10.3426,9.104,1.5587,1.7906,,-0.074,-0.0006,0.023,4.6226,2.9959,3.517,0.105,0.0869,0.4388,0.1416,0.1421,,,0.1847,0.3727,0.285,저점,0,15.2835,20.4224,20.7008,19.2073,19.6346,0.3536,0.0771,1.3837,-0.0222,0.0,4.0,5.0,0.1603,-0.0525,-0.0712,-0.0301,-0.0477,-7.1058,-0.0669,0.031,16,12,8.0,10,10,10,9,3,78.0,A+,True,False,False,,,매출채권·재고 급증,
TME,,Tencent Music Entertainment Gro,Communication Services,Internet Content & Information,China,USD,8.22,13.3967,A,"FCFy,EV/EBIT,vsHist,vsPeer",,8.758,8.3399,8.8211,8.174,10.6312,0.7732,1.0535,1.8149,0.046,0.0747,0.0837,7.5496,7.5496,17.1328,0.0812,0.0999,0.1329,0.0978,0.1056,,,0.2973,0.1886,0.2973,중반,1,8.9922,12.1337,14.2262,11.8715,9.2748,0.4442,0.0939,1.1283,0.2187,0.0,4.0,21.0,0.1013,0.0,-0.0599,-0.0203,-0.6521,-1.2014,0.0156,0.0197,16,15,8.0,10,10,7,9,3,78.0,A+,True,False,False,,데이터 이상: 매출·시총 단위 불일치,매출채권·재고 급증,매출·시총 단위 불일치
MMS,32.0,"Maximus, Inc.",Industrials,Specialty Business Services,United States,USD,53.79,2.8163,A,"FCFy,EV/EBIT,vsHist,vsPeer",,6.9317,6.4394,6.7154,6.4342,7.6674,7.0154,1.4737,0.979,0.0658,-0.0377,0.0289,7.757,7.757,13.1486,0.1178,0.1414,0.1271,0.075,0.0835,,,0.1103,0.0734,0.1103,중반,0,67.4357,101.2491,110.0133,94.9868,78.594,0.7659,0.2537,1.4611,0.1726,0.0,5.0,2.0,0.0981,-0.0783,-0.0783,-0.0136,-0.3896,2.35,-0.0689,0.0067,20,12,8.0,10,10,7,8,3,78.0,A+,True,False,False,,,,
ESNT,33.0,Essent Group Ltd.,Financial Services,Insurance - Specialty,Bermuda,USD,65.45,5.8824,A,"P/TBV,NetCash",,9.1283,8.3857,8.6388,8.2952,7.7201,8.4779,2.0245,1.2093,0.0693,0.0722,0.048,0.3109,0.2824,-0.4627,0.1331,0.1372,0.132,0.0862,0.1,0.132,1.0531,0.6384,0.8143,,저점,0,65.6171,88.6447,102.2544,86.2902,82.0214,0.3184,0.0026,1.2532,0.0495,,,7.0,0.0938,0.0045,0.0217,0.0225,0.0105,-6.5416,-0.0957,0.0139,16,15,9.0,10,9,10,9,0,78.0,A+,True,False,False,보험 사이클,,매출채권·재고 급증,
AERO,,"Grupo Aeromexico, S.A.B. de C.V",Industrials,Airlines,Mexico,USD,15.8,2.3053,AB,"FCFy,EV/EBIT","fPEG,Rev>Px",,9.1336,15.8775,7.8868,8.3006,1.9035,0.0901,,-0.1546,0.1383,0.0431,8.0172,7.0584,,0.2477,0.2261,0.2365,0.0795,0.1206,,,0.1171,0.1171,0.1331,중반,1,26.6497,48.8958,53.53,44.4928,34.6433,1.816,0.6867,2.1926,0.2214,0.0,4.0,6.0,0.5006,0.0354,0.0899,-0.1385,,2.1719,0.0677,0.0001,20,15,7.0,10,10,7,6,3,78.0,A+,True,False,False,,데이터 이상: ADR·주식수 불일치;자본잠식,희석/SBC 과다,ADR·주식수 불일치;자본잠식
ALL-PH,,Allstate Corporation (The) Depo,Financial Services,Insurance - Property & Casualty,United States,USD,18.46,27.7853,A,"vsPeer,P/TBV",,,,,,2.0974,8.8014,,,,0.0367,0.0354,1.7014,1.7014,5.9927,0.4495,0.4408,0.2,0.076,0.1,0.2,0.9722,0.2506,0.0227,,중반,1,30.3797,41.3253,115.7377,57.192,37.9746,2.0982,0.6457,2.0571,0.336,,,0.0,,,,-0.0811,-0.1864,0.0997,,0.0,20,15,4.0,12,10,7,10,0,78.0,A+,True,False,False,,데이터 이상: 커버리지 없는 극단적 저평가(검증 불가),,커버리지 없는 극단적 저평가(검증 불가)
VEON,30.0,VEON Ltd.,Communication Services,Telecom Services,United Arab Emirates,USD,70.36,4.8451,AB,"FCFy,EV/EBIT","fPEG,CAGR+PE,Compress",35.0224,8.7871,10.0252,8.4009,12.2736,5.7326,0.4545,0.2973,0.1934,0.1542,0.078,7.0193,6.9629,5.8115,0.1498,0.0452,0.1837,0.0793,0.1151,,,0.2398,0.2507,0.2417,중반,1,111.2059,201.6863,255.521,192.5249,112.5786,1.7363,0.5805,1.6,0.4153,0.0,3.0,6.0,0.4621,0.0115,0.0083,0.362,0.3376,1.6209,-0.0248,0.0,20,15,7.0,10,10,7,9,0,78.0,A+,True,True,True,신흥국,,매출채권·재고 급증,
NOG,31.0,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,United States,USD,23.14,2.4655,A,"FCFy,EV/EBIT,vsPeer",fPEG,6.2038,5.3206,5.8562,5.1455,5.4345,4.258,0.3852,,-0.008,-0.1703,0.1416,8.1335,6.6527,7.2805,0.2024,-0.1258,0.1015,0.075,0.0887,,,0.2933,0.4832,0.3586,중반,1,26.2876,52.8527,54.9729,46.7415,47.4254,1.0199,0.136,2.0495,-0.0146,0.0,5.0,7.0,0.5403,0.0247,0.0793,0.2071,-0.1634,1.85,0.0875,0.0075,20,15,13.0,2,10,7,8,3,78.0,A+,True,False,False,유가,,희석/SBC 과다,
VRRM,,Verra Mobility Corporation,Technology,Information Technology Services,United States,USD,3.38,0.5137,A,"FCFy,EV/EBIT,vsHist,vsPeer",Rev>Px,2.6,3.3787,2.9635,3.5645,3.8277,0.883,,,-0.1524,-0.0161,-0.032,6.4108,6.4108,19.8793,0.2788,0.1525,0.144,0.075,0.0926,,,0.2396,0.2394,0.2396,중반,0,7.3761,10.704,9.8711,9.6638,9.0772,1.8591,1.1823,2.6856,0.0607,0.0,4.0,8.0,0.3229,-0.0719,-0.1452,-0.2489,-0.8619,2.9069,-0.0594,0.0185,20,15,6.0,10,10,7,7,3,78.0,A+,True,False,False,,가치함정: 매출 역성장 지속(컨센),매출채권·재고 급증,
PDD,,PDD Holdings Inc.,Consumer Cyclical,Internet Retail,Ireland,USD,79.2,112.733,A,"FCFy,EV/EBIT,vsHist,NetCash",fPEG,7.863,6.7482,7.7526,6.4378,9.0905,8.7124,0.3304,0.9906,0.0681,0.0791,0.1116,3.0961,2.9985,13.8438,0.104,0.1359,,0.0824,0.0826,,,0.2186,0.2484,0.2257,중반,0,155.6909,237.9817,315.4074,236.7654,152.973,1.9895,0.9658,1.9315,0.3539,0.0,6.0,29.0,0.4147,0.0007,-0.0117,0.0346,-0.3907,-4.4466,-0.0057,0.0176,20,15,6.0,10,10,7,10,0,78.0,A+,True,False,False,,데이터 이상: 매출·시총 단위 불일치,,매출·시총 단위 불일치
IBEX,,IBEX Limited,Technology,Information Technology Services,United States,USD,42.66,0.6353,,FCFy,,12.2235,11.257,11.5297,10.4431,13.8336,3.0838,1.0818,1.4568,0.0773,0.1461,0.1851,12.1019,12.1019,8.795,0.0641,0.0369,0.2335,0.0939,0.0976,,,0.0853,0.0795,0.0853,중반,0,33.1085,59.648,86.0804,59.6212,31.4069,0.3976,-0.2239,0.7362,0.4732,2.0,5.0,2.0,0.0465,-0.0037,-0.0037,0.4182,0.0402,0.399,0.0277,0.012,16,15,8.0,9,10,7,10,3,78.0,A+,True,False,False,,,,
